1;Welches ist das größte Säugetier der Welt?;Blauwal;Elefant;Giraffe;Pinguin
1;Wie nennt man einen männlichen Hund?;Rüde;Katze;Hengst;Stier
1;Was ist die Hauptstadt von Deutschland?;Berlin;Paris;London;Rom
1;Welche Farbe hat eine reife Banane?;Gelb;Grün;Rot;Blau
1;Wie viele Finger hat eine Hand?;5;4;6;7
1;Was ist die Hauptzutat in Pizza?;Teig;Tomaten;Käse;Salami
1;Welcher Planet ist der dritte in unserem Sonnensystem?;Erde;Mars;Venus;Jupiter
1;Was ist die Hauptzutat in Schokolade?;Kakao;Zucker;Milch;Nüsse
1;Wie nennt man die Spitze eines Berges?;Gipfel;Tal;Hang;Kamm
1;Was ist die Hauptzutat in Spaghetti Bolognese?;Hackfleisch;Tomatensoße;Nudeln;Käse
1;Welches Tier ist das Symbol für Weisheit?;Eule;Affe;Fuchs;Katze
1;Wie nennt man die fliegenden Insekten, die Licht anzieht?;Motten;Fliegen;Bienen;Käfer
1;Was ist die Hauptzutat in einem Sandwich?;Brot;Schinken;Käse;Tomate
1;Welches Instrument hat schwarze und weiße Tasten?;Klavier;Gitarre;Geige;Trompete
1;Welches ist das größte Meer der Welt?;Pazifik;Atlantik;Indischer Ozean;Arktischer Ozean
1;Was ist die Hauptzutat in einer Limonade?;Zitrone;Wasser;Zucker;Salz
1;Welches ist das kleinste Säugetier?;Zwergspitzmaus;Fledermaus;Maus;Hamster
1;Wie nennt man einen weiblichen Hund?;Hündin;Katze;Stute;Kuh
1;Was ist die Hauptzutat in einer Salatsauce?;Öl;Essig;Senf;Salz
1;Welcher Monat hat 28 Tage?;Alle;Februar;Januar;März
1;Wie nennt man einen jungen Hund?;Welpe;Kätzchen;Fohlen;Küken
1;Was ist die Hauptzutat in einem Omelett?;Ei;Gemüse;Käse;Schinken
1;Welches ist das kleinste Bundesland in Deutschland?;Bremen;Hamburg;Berlin;Saarland
1;Was ist die Hauptzutat in einem Hamburger?;Fleischpatty;Brot;Käse;Salat
1;Welches Instrument wird mit den Füßen gespielt?;Orgel;Klavier;Gitarre;Geige
1;Was ist die Hauptzutat in einer Suppe?;Brühe;Gemüse;Fleisch;Nudeln
1;Welcher Tag kommt nach Montag?;Dienstag;Mittwoch;Donnerstag;Freitag
1;Was ist die Hauptzutat in einem Käsekuchen?;Käse;Ei;Zucker;Mehl
1;Wie nennt man das Zuhause von Bienen?;Bienenstock;Nest;Bau;Höhle
1;Was ist die Hauptzutat in einem Obstsalat?;Obst;Zucker;Joghurt;Nüsse
1;Welcher Planet ist der zweitgrößte in unserem Sonnensystem?;Venus;Mars;Erde;Jupiter
1;Was ist die Hauptzutat in einem Hotdog?;Wurst;Brot;Senf;Ketchup
1;Wie nennt man das Zuhause von Ameisen?;Ameisenbau;Nest;Bienenstock;Loch
1;Welches ist das schnellste Landtier?;Gepard;Löwe;Pferd;Giraffe
1;Was ist die Hauptzutat in einem Apfelkuchen?;Äpfel;Mehl;Zucker;Butter
1;Wie nennt man einen männlichen Katzen?;Kater;Hund;Hahn;Bock
1;Welches ist das größte Land der Welt?;Russland;China;USA;Kanada
1;Was ist die Hauptzutat in einem Caesar-Salat?;Romanasalat;Croutons;Parmesan;Dressing
1;Wie nennt man das Zuhause von Fischen?;Aquarium;Teich;Meer;Fluss
1;Was ist die Hauptzutat in einem Brownie?;Schokolade;Ei;Mehl;Zucker
1;Welcher Monat hat 31 Tage?;Juli;August;Mai;Oktober
1;Wie nennt man einen weiblichen Hasen?;Häsin;Kuh;Fähe;Stute
1;Was ist die Hauptzutat in einem Mojito-Cocktail?;Minze;Rum;Zucker;Limette
1;Welches Instrument hat Tasten und Pedale?;Klavier;Gitarre;Flöte;Trompete
1;Was ist die Hauptzutat in einem Margherita-Pizza?;Tomaten;Mozzarella;Teig;Basilikum
1;Welcher Tag kommt vor Samstag?;Freitag;Donnerstag;Mittwoch;Dienstag
1;Wie nennt man einen männlichen Kanarienvogel?;Hahn;Vogel;Kater;Rüde
1;Was ist die Hauptzutat in einem Erdbeermilchshake?;Erdbeeren;Milch;Zucker;Eiscreme
1;Welches Instrument hat Saiten und wird mit einem Bogen gespielt?;Geige;Gitarre;Cello;Kontrabass
1;Was ist die Hauptzutat in einem Club-Sandwich?;Hähnchen;Speck;Brot;Tomate
1;Wie nennt man das Zuhause von Vögeln?;Nest;Bau;Höhle;Lo
